Paths,Labels
Dataset\drink\011547.jpg,drink
Dataset\no\015640.jpg,no
Dataset\no\015043.jpg,no
Dataset\help\014209.jpg,help
Dataset\black\002469.jpg,black
Dataset\year\019785.jpg,year
Dataset\thin\016655.jpg,thin
Dataset\drink\011758.jpg,drink
Dataset\help\013870.jpg,help
Dataset\walk\016999.jpg,walk
Dataset\deaf\009584.jpg,deaf
Dataset\clothes\006697.jpg,clothes
Dataset\book\003181.jpg,book
Dataset\no\015090.jpg,no
Dataset\walk\017807.jpg,walk
Dataset\computer\008276.jpg,computer
Dataset\cousin\009066.jpg,cousin
Dataset\drink\011031.jpg,drink
Dataset\yes\021769.jpg,yes
Dataset\candy\004558.jpg,candy
Dataset\computer\007813.jpg,computer
Dataset\fine\012840.jpg,fine
Dataset\chair\006298.jpg,chair
Dataset\yes\021950.jpg,yes
Dataset\help\014535.jpg,help
Dataset\yes\021777.jpg,yes
Dataset\before\001133.jpg,before
Dataset\drink\010643.jpg,drink
Dataset\drink\010522.jpg,drink
Dataset\who\019309.jpg,who
Dataset\yes\021204.jpg,yes
Dataset\book\002872.jpg,book
Dataset\fine\012997.jpg,fine
Dataset\before\001773.jpg,before
Dataset\drink\010594.jpg,drink
Dataset\before\001914.jpg,before
Dataset\help\014213.jpg,help
Dataset\cousin\009257.jpg,cousin
Dataset\fine\012603.jpg,fine
Dataset\help\014189.jpg,help
Dataset\no\015418.jpg,no
Dataset\who\018546.jpg,who
Dataset\before\001106.jpg,before
Dataset\walk\017077.jpg,walk
Dataset\year\020738.jpg,year
Dataset\candy\004957.jpg,candy
Dataset\computer\008308.jpg,computer
Dataset\yes\021487.jpg,yes
Dataset\book\003697.jpg,book
Dataset\computer\007779.jpg,computer
Dataset\who\018832.jpg,who
Dataset\all\000629.jpg,all
Dataset\black\002452.jpg,black
Dataset\who\018732.jpg,who
Dataset\yes\022064.jpg,yes
Dataset\black\002177.jpg,black
Dataset\who\018874.jpg,who
Dataset\black\002788.jpg,black
Dataset\drink\012298.jpg,drink
Dataset\before\001197.jpg,before
Dataset\walk\018061.jpg,walk
Dataset\computer\007619.jpg,computer
Dataset\candy\004445.jpg,candy
Dataset\drink\011129.jpg,drink
Dataset\no\015515.jpg,no
Dataset\chair\005723.jpg,chair
Dataset\who\019570.jpg,who
Dataset\drink\010696.jpg,drink
Dataset\candy\004968.jpg,candy
Dataset\who\018602.jpg,who
Dataset\deaf\010411.jpg,deaf
Dataset\book\004010.jpg,book
Dataset\no\015516.jpg,no
Dataset\book\003584.jpg,book
Dataset\yes\021874.jpg,yes
Dataset\walk\018021.jpg,walk
Dataset\fine\012425.jpg,fine
Dataset\computer\008278.jpg,computer
Dataset\book\003668.jpg,book
Dataset\fine\012475.jpg,fine
Dataset\fine\012783.jpg,fine
Dataset\deaf\010212.jpg,deaf
Dataset\book\003424.jpg,book
Dataset\drink\010718.jpg,drink
Dataset\computer\008200.jpg,computer
Dataset\year\020499.jpg,year
Dataset\candy\005367.jpg,candy
Dataset\walk\017314.jpg,walk
Dataset\book\002896.jpg,book
Dataset\help\014123.jpg,help
Dataset\before\001297.jpg,before
Dataset\book\003643.jpg,book
Dataset\who\019010.jpg,who
Dataset\year\020287.jpg,year
Dataset\yes\021771.jpg,yes
Dataset\yes\021568.jpg,yes
Dataset\cousin\008549.jpg,cousin
Dataset\candy\005452.jpg,candy
Dataset\drink\010686.jpg,drink
Dataset\no\015450.jpg,no
Dataset\computer\007867.jpg,computer
Dataset\fine\012868.jpg,fine
Dataset\no\014608.jpg,no
Dataset\deaf\009798.jpg,deaf
Dataset\drink\011756.jpg,drink
Dataset\help\013980.jpg,help
Dataset\deaf\009739.jpg,deaf
Dataset\help\014386.jpg,help
Dataset\chair\006475.jpg,chair
Dataset\cousin\008812.jpg,cousin
Dataset\all\000493.jpg,all
Dataset\drink\011692.jpg,drink
Dataset\year\019826.jpg,year
Dataset\before\001117.jpg,before
Dataset\chair\005638.jpg,chair
Dataset\candy\005086.jpg,candy
Dataset\before\001758.jpg,before
Dataset\drink\011487.jpg,drink
Dataset\who\019059.jpg,who
Dataset\yes\021064.jpg,yes
Dataset\chair\006354.jpg,chair
Dataset\yes\021997.jpg,yes
Dataset\yes\022087.jpg,yes
Dataset\book\003645.jpg,book
Dataset\help\014351.jpg,help
Dataset\drink\012002.jpg,drink
Dataset\who\018999.jpg,who
Dataset\drink\011186.jpg,drink
Dataset\before\001697.jpg,before
Dataset\black\002296.jpg,black
Dataset\no\014795.jpg,no
Dataset\no\014697.jpg,no
Dataset\chair\005940.jpg,chair
Dataset\year\020991.jpg,year
Dataset\deaf\009969.jpg,deaf
Dataset\drink\011034.jpg,drink
Dataset\book\003314.jpg,book
Dataset\no\014825.jpg,no
Dataset\deaf\009785.jpg,deaf
Dataset\deaf\009916.jpg,deaf
Dataset\all\000216.jpg,all
Dataset\before\001073.jpg,before
Dataset\cousin\008683.jpg,cousin
Dataset\yes\021164.jpg,yes
Dataset\clothes\007007.jpg,clothes
Dataset\go\013380.jpg,go
Dataset\cousin\008653.jpg,cousin
Dataset\go\013706.jpg,go
Dataset\no\015385.jpg,no
Dataset\all\000026.jpg,all
Dataset\yes\021481.jpg,yes
Dataset\drink\010602.jpg,drink
Dataset\computer\007660.jpg,computer
Dataset\go\013402.jpg,go
Dataset\chair\005691.jpg,chair
Dataset\deaf\009745.jpg,deaf
Dataset\yes\021248.jpg,yes
Dataset\year\020572.jpg,year
Dataset\fine\012722.jpg,fine
Dataset\cousin\009172.jpg,cousin
Dataset\drink\010848.jpg,drink
Dataset\drink\011909.jpg,drink
Dataset\all\000631.jpg,all
Dataset\year\020638.jpg,year
Dataset\cousin\008708.jpg,cousin
Dataset\who\019433.jpg,who
Dataset\clothes\006615.jpg,clothes
Dataset\candy\005244.jpg,candy
Dataset\before\001103.jpg,before
Dataset\black\002205.jpg,black
Dataset\yes\021882.jpg,yes
Dataset\fine\012904.jpg,fine
Dataset\drink\011478.jpg,drink
Dataset\drink\011309.jpg,drink
Dataset\go\013768.jpg,go
Dataset\no\015065.jpg,no
Dataset\fine\012513.jpg,fine
Dataset\yes\022098.jpg,yes
Dataset\who\018592.jpg,who
Dataset\walk\017357.jpg,walk
Dataset\no\014891.jpg,no
Dataset\all\000720.jpg,all
Dataset\help\013840.jpg,help
Dataset\chair\006156.jpg,chair
Dataset\book\004026.jpg,book
Dataset\computer\008225.jpg,computer
Dataset\walk\017909.jpg,walk
Dataset\no\015494.jpg,no
Dataset\thin\016094.jpg,thin
Dataset\who\018607.jpg,who
Dataset\chair\005819.jpg,chair
Dataset\drink\011957.jpg,drink
Dataset\book\003867.jpg,book
Dataset\black\002746.jpg,black
Dataset\drink\011868.jpg,drink
Dataset\deaf\010344.jpg,deaf
Dataset\who\019332.jpg,who
Dataset\drink\011951.jpg,drink
Dataset\year\020003.jpg,year
Dataset\book\004215.jpg,book
Dataset\drink\012097.jpg,drink
Dataset\no\015194.jpg,no
Dataset\before\001402.jpg,before
Dataset\fine\012829.jpg,fine
Dataset\book\003254.jpg,book
Dataset\year\020587.jpg,year
Dataset\black\002159.jpg,black
Dataset\cousin\008579.jpg,cousin
Dataset\walk\017059.jpg,walk
Dataset\who\019337.jpg,who
Dataset\clothes\007012.jpg,clothes
Dataset\who\018983.jpg,who
Dataset\deaf\010198.jpg,deaf
Dataset\book\003842.jpg,book
Dataset\walk\018200.jpg,walk
Dataset\drink\011850.jpg,drink
Dataset\before\002101.jpg,before
Dataset\before\001674.jpg,before
Dataset\deaf\010294.jpg,deaf
Dataset\book\004214.jpg,book
Dataset\computer\007481.jpg,computer
Dataset\walk\017933.jpg,walk
Dataset\help\014563.jpg,help
Dataset\who\018836.jpg,who
Dataset\drink\011516.jpg,drink
Dataset\cousin\008548.jpg,cousin
Dataset\walk\017846.jpg,walk
Dataset\no\014824.jpg,no
Dataset\walk\016924.jpg,walk
Dataset\thin\016364.jpg,thin
Dataset\no\014610.jpg,no
Dataset\walk\018136.jpg,walk
Dataset\walk\018157.jpg,walk
Dataset\cousin\009389.jpg,cousin
Dataset\deaf\010071.jpg,deaf
Dataset\drink\010861.jpg,drink
Dataset\who\018401.jpg,who
Dataset\before\002006.jpg,before
Dataset\thin\015888.jpg,thin
Dataset\no\015234.jpg,no
Dataset\go\013412.jpg,go
Dataset\black\002258.jpg,black
Dataset\who\018916.jpg,who
Dataset\chair\005575.jpg,chair
Dataset\cousin\009084.jpg,cousin
Dataset\candy\005356.jpg,candy
Dataset\chair\006094.jpg,chair
Dataset\computer\007936.jpg,computer
Dataset\before\001520.jpg,before
Dataset\before\001379.jpg,before
Dataset\no\015207.jpg,no
Dataset\year\019714.jpg,year
Dataset\go\013201.jpg,go
Dataset\year\020101.jpg,year
Dataset\chair\005843.jpg,chair
Dataset\clothes\007123.jpg,clothes
Dataset\thin\016212.jpg,thin
Dataset\fine\012821.jpg,fine
Dataset\chair\005833.jpg,chair
Dataset\deaf\009822.jpg,deaf
Dataset\fine\012719.jpg,fine
Dataset\all\000523.jpg,all
Dataset\no\015373.jpg,no
Dataset\all\000235.jpg,all
Dataset\drink\012181.jpg,drink
Dataset\chair\006319.jpg,chair
Dataset\drink\011993.jpg,drink
Dataset\year\020489.jpg,year
Dataset\before\001949.jpg,before
Dataset\chair\006362.jpg,chair
Dataset\yes\021468.jpg,yes
Dataset\year\020459.jpg,year
Dataset\drink\011685.jpg,drink
Dataset\thin\015928.jpg,thin
Dataset\yes\021112.jpg,yes
Dataset\black\002225.jpg,black
Dataset\yes\021061.jpg,yes
Dataset\no\015247.jpg,no
Dataset\thin\016210.jpg,thin
Dataset\chair\005572.jpg,chair
Dataset\candy\004524.jpg,candy
Dataset\chair\005794.jpg,chair
Dataset\chair\005739.jpg,chair
Dataset\candy\004729.jpg,candy
Dataset\computer\007819.jpg,computer
Dataset\cousin\008860.jpg,cousin
Dataset\yes\022022.jpg,yes
Dataset\no\015276.jpg,no
Dataset\black\002438.jpg,black
Dataset\help\014088.jpg,help
Dataset\drink\011990.jpg,drink
Dataset\book\003168.jpg,book
Dataset\walk\018194.jpg,walk
Dataset\year\019933.jpg,year
Dataset\go\013753.jpg,go
Dataset\thin\015921.jpg,thin
Dataset\help\014028.jpg,help
Dataset\clothes\007017.jpg,clothes
Dataset\go\013387.jpg,go
Dataset\thin\015999.jpg,thin
Dataset\fine\012642.jpg,fine
Dataset\who\019574.jpg,who
Dataset\candy\004946.jpg,candy
Dataset\no\015650.jpg,no
Dataset\drink\012238.jpg,drink
Dataset\chair\006047.jpg,chair
Dataset\cousin\009228.jpg,cousin
Dataset\chair\005586.jpg,chair
Dataset\chair\005591.jpg,chair
Dataset\before\001229.jpg,before
Dataset\who\018692.jpg,who
Dataset\go\013342.jpg,go
Dataset\go\013334.jpg,go
Dataset\no\014744.jpg,no
Dataset\computer\008245.jpg,computer
Dataset\who\019497.jpg,who
Dataset\thin\016238.jpg,thin
Dataset\clothes\006556.jpg,clothes
Dataset\no\015374.jpg,no
Dataset\drink\012146.jpg,drink
Dataset\all\000160.jpg,all
Dataset\before\001590.jpg,before
Dataset\no\015370.jpg,no
Dataset\chair\005566.jpg,chair
Dataset\clothes\007191.jpg,clothes
Dataset\who\019228.jpg,who
Dataset\drink\010577.jpg,drink
Dataset\no\015062.jpg,no
Dataset\go\013365.jpg,go
Dataset\before\001557.jpg,before
Dataset\black\002829.jpg,black
Dataset\all\000437.jpg,all
Dataset\no\015593.jpg,no
Dataset\yes\021735.jpg,yes
Dataset\walk\017973.jpg,walk
Dataset\black\002781.jpg,black
Dataset\book\003702.jpg,book
Dataset\chair\005687.jpg,chair
Dataset\candy\004728.jpg,candy
Dataset\walk\017623.jpg,walk
Dataset\book\002952.jpg,book
Dataset\black\002556.jpg,black
Dataset\deaf\010351.jpg,deaf
Dataset\who\018974.jpg,who
Dataset\walk\017882.jpg,walk
Dataset\fine\012738.jpg,fine
Dataset\chair\006466.jpg,chair
Dataset\computer\007356.jpg,computer
Dataset\no\015718.jpg,no
Dataset\computer\007824.jpg,computer
Dataset\fine\012450.jpg,fine
Dataset\year\020502.jpg,year
Dataset\no\015272.jpg,no
Dataset\candy\005186.jpg,candy
Dataset\cousin\008550.jpg,cousin
Dataset\candy\005243.jpg,candy
Dataset\who\018515.jpg,who
Dataset\before\002093.jpg,before
Dataset\deaf\010208.jpg,deaf
Dataset\drink\011949.jpg,drink
Dataset\all\000188.jpg,all
Dataset\who\019179.jpg,who
Dataset\who\019413.jpg,who
Dataset\before\001382.jpg,before
Dataset\who\019592.jpg,who
Dataset\cousin\008606.jpg,cousin
Dataset\no\015744.jpg,no
Dataset\drink\011529.jpg,drink
Dataset\no\015039.jpg,no
Dataset\year\020440.jpg,year
Dataset\cousin\008449.jpg,cousin
Dataset\drink\011391.jpg,drink
Dataset\yes\022002.jpg,yes
Dataset\computer\007296.jpg,computer
Dataset\who\018620.jpg,who
Dataset\computer\008069.jpg,computer
Dataset\fine\012936.jpg,fine
Dataset\deaf\009960.jpg,deaf
Dataset\deaf\009765.jpg,deaf
Dataset\all\000025.jpg,all
Dataset\book\003364.jpg,book
Dataset\before\001089.jpg,before
Dataset\fine\012867.jpg,fine
Dataset\drink\010887.jpg,drink
Dataset\drink\011591.jpg,drink
Dataset\yes\021192.jpg,yes
Dataset\drink\010504.jpg,drink
Dataset\drink\012307.jpg,drink
Dataset\walk\017080.jpg,walk
Dataset\thin\015907.jpg,thin
Dataset\drink\011945.jpg,drink
Dataset\chair\006338.jpg,chair
Dataset\walk\017612.jpg,walk
Dataset\who\018384.jpg,who
Dataset\all\000277.jpg,all
Dataset\fine\012414.jpg,fine
Dataset\book\003907.jpg,book
Dataset\chair\005846.jpg,chair
Dataset\yes\021782.jpg,yes
Dataset\before\001138.jpg,before
Dataset\walk\018109.jpg,walk
Dataset\go\013325.jpg,go
Dataset\black\002491.jpg,black
Dataset\thin\016166.jpg,thin
Dataset\computer\007743.jpg,computer
Dataset\help\014483.jpg,help
Dataset\fine\013128.jpg,fine
Dataset\book\003936.jpg,book
Dataset\no\015073.jpg,no
Dataset\black\002385.jpg,black
Dataset\computer\008017.jpg,computer
Dataset\clothes\007085.jpg,clothes
Dataset\thin\016500.jpg,thin
Dataset\before\001864.jpg,before
Dataset\no\015689.jpg,no
Dataset\all\000365.jpg,all
Dataset\cousin\009095.jpg,cousin
Dataset\yes\021881.jpg,yes
Dataset\who\018355.jpg,who
Dataset\book\003803.jpg,book
Dataset\no\015310.jpg,no
Dataset\book\003537.jpg,book
Dataset\book\003826.jpg,book
Dataset\clothes\006643.jpg,clothes
Dataset\yes\021908.jpg,yes
Dataset\fine\012992.jpg,fine
Dataset\who\018331.jpg,who
Dataset\who\019372.jpg,who
Dataset\go\013528.jpg,go
Dataset\clothes\007270.jpg,clothes
Dataset\who\019586.jpg,who
Dataset\computer\007930.jpg,computer
Dataset\fine\012983.jpg,fine
Dataset\clothes\007167.jpg,clothes
Dataset\fine\012870.jpg,fine
Dataset\chair\005868.jpg,chair
Dataset\candy\004762.jpg,candy
Dataset\before\000883.jpg,before
Dataset\help\013894.jpg,help
Dataset\year\020844.jpg,year
Dataset\all\000558.jpg,all
Dataset\before\001961.jpg,before
Dataset\go\013332.jpg,go
Dataset\before\001208.jpg,before
Dataset\computer\007685.jpg,computer
Dataset\thin\016860.jpg,thin
Dataset\drink\012022.jpg,drink
Dataset\drink\010486.jpg,drink
Dataset\book\003631.jpg,book
Dataset\before\001709.jpg,before
Dataset\before\001141.jpg,before
Dataset\chair\006208.jpg,chair
Dataset\year\020323.jpg,year
Dataset\who\019485.jpg,who
Dataset\black\002661.jpg,black
Dataset\no\014853.jpg,no
Dataset\before\001308.jpg,before
Dataset\who\018952.jpg,who
Dataset\thin\016213.jpg,thin
Dataset\fine\012453.jpg,fine
Dataset\clothes\006906.jpg,clothes
Dataset\drink\011928.jpg,drink
Dataset\help\014073.jpg,help
Dataset\cousin\009430.jpg,cousin
Dataset\black\002152.jpg,black
Dataset\year\020076.jpg,year
Dataset\go\013284.jpg,go
Dataset\candy\005005.jpg,candy
Dataset\thin\015997.jpg,thin
Dataset\before\001628.jpg,before
Dataset\deaf\009715.jpg,deaf
Dataset\all\000359.jpg,all
Dataset\all\000139.jpg,all
Dataset\cousin\008492.jpg,cousin
Dataset\thin\016767.jpg,thin
Dataset\drink\011182.jpg,drink
Dataset\all\000341.jpg,all
Dataset\candy\004858.jpg,candy
Dataset\walk\017824.jpg,walk
Dataset\deaf\009570.jpg,deaf
Dataset\help\013866.jpg,help
Dataset\walk\017331.jpg,walk
Dataset\drink\010583.jpg,drink
Dataset\chair\005499.jpg,chair
Dataset\cousin\008557.jpg,cousin
Dataset\drink\010914.jpg,drink
Dataset\before\001933.jpg,before
Dataset\black\002353.jpg,black
Dataset\thin\015849.jpg,thin
Dataset\book\003237.jpg,book
Dataset\fine\012356.jpg,fine
Dataset\deaf\009494.jpg,deaf
Dataset\year\020143.jpg,year
Dataset\book\003808.jpg,book
Dataset\before\001937.jpg,before
Dataset\chair\005620.jpg,chair
Dataset\no\014974.jpg,no
Dataset\who\018801.jpg,who
Dataset\who\019393.jpg,who
Dataset\chair\006140.jpg,chair
Dataset\all\000786.jpg,all
Dataset\computer\008037.jpg,computer
Dataset\computer\008316.jpg,computer
Dataset\yes\021528.jpg,yes
Dataset\who\018557.jpg,who
Dataset\black\002170.jpg,black
Dataset\walk\017295.jpg,walk
Dataset\help\014139.jpg,help
Dataset\who\018694.jpg,who
Dataset\drink\011827.jpg,drink
Dataset\thin\016347.jpg,thin
Dataset\clothes\006592.jpg,clothes
Dataset\candy\004459.jpg,candy
Dataset\help\014326.jpg,help
Dataset\computer\007598.jpg,computer
Dataset\cousin\009371.jpg,cousin
Dataset\candy\004653.jpg,candy
Dataset\all\000443.jpg,all
Dataset\deaf\009592.jpg,deaf
Dataset\year\020719.jpg,year
Dataset\who\019406.jpg,who
Dataset\deaf\009650.jpg,deaf
Dataset\year\019632.jpg,year
Dataset\chair\005745.jpg,chair
Dataset\no\015748.jpg,no
Dataset\walk\017439.jpg,walk
Dataset\thin\015846.jpg,thin
Dataset\drink\011952.jpg,drink
Dataset\before\000930.jpg,before
Dataset\yes\021199.jpg,yes
Dataset\cousin\008768.jpg,cousin
Dataset\walk\018214.jpg,walk
Dataset\drink\011121.jpg,drink
Dataset\no\014731.jpg,no
Dataset\drink\011739.jpg,drink
Dataset\go\013791.jpg,go
Dataset\yes\021120.jpg,yes
Dataset\year\019987.jpg,year
Dataset\before\002012.jpg,before
Dataset\walk\017298.jpg,walk
Dataset\computer\007612.jpg,computer
Dataset\thin\016029.jpg,thin
Dataset\yes\021975.jpg,yes
Dataset\yes\021886.jpg,yes
Dataset\who\018991.jpg,who
Dataset\clothes\006565.jpg,clothes
Dataset\year\019989.jpg,year
Dataset\thin\016391.jpg,thin
Dataset\drink\011173.jpg,drink
Dataset\computer\007836.jpg,computer
Dataset\book\003362.jpg,book
Dataset\fine\012967.jpg,fine
Dataset\deaf\010136.jpg,deaf
Dataset\walk\018020.jpg,walk
Dataset\before\001142.jpg,before
Dataset\year\020558.jpg,year
Dataset\year\020700.jpg,year
Dataset\no\015008.jpg,no
Dataset\no\015435.jpg,no
Dataset\thin\016744.jpg,thin
Dataset\who\018455.jpg,who
Dataset\book\003135.jpg,book
Dataset\clothes\006991.jpg,clothes
Dataset\year\020139.jpg,year
Dataset\who\018627.jpg,who
Dataset\walk\017859.jpg,walk
Dataset\before\001824.jpg,before
Dataset\deaf\010082.jpg,deaf
Dataset\book\003260.jpg,book
Dataset\deaf\010214.jpg,deaf
Dataset\book\004021.jpg,book
Dataset\year\020822.jpg,year
Dataset\book\003501.jpg,book
Dataset\black\002659.jpg,black
Dataset\walk\017515.jpg,walk
Dataset\go\013750.jpg,go
Dataset\drink\010517.jpg,drink
Dataset\before\001820.jpg,before
Dataset\computer\007462.jpg,computer
Dataset\chair\005625.jpg,chair
Dataset\walk\017816.jpg,walk
Dataset\year\020013.jpg,year
Dataset\clothes\007065.jpg,clothes
Dataset\cousin\009343.jpg,cousin
Dataset\drink\012337.jpg,drink
Dataset\candy\004670.jpg,candy
Dataset\cousin\009429.jpg,cousin
Dataset\candy\005477.jpg,candy
Dataset\yes\021938.jpg,yes
Dataset\no\015671.jpg,no
Dataset\before\001857.jpg,before
Dataset\black\002283.jpg,black
Dataset\year\020664.jpg,year
Dataset\go\013393.jpg,go
Dataset\chair\006440.jpg,chair
Dataset\chair\006032.jpg,chair
Dataset\all\000387.jpg,all
Dataset\before\001629.jpg,before
Dataset\drink\011778.jpg,drink
Dataset\yes\021385.jpg,yes
Dataset\help\013852.jpg,help
Dataset\computer\007719.jpg,computer
Dataset\computer\007545.jpg,computer
Dataset\drink\011382.jpg,drink
Dataset\candy\004659.jpg,candy
Dataset\fine\012498.jpg,fine
Dataset\cousin\009102.jpg,cousin
Dataset\deaf\010059.jpg,deaf
Dataset\before\001843.jpg,before
Dataset\who\018882.jpg,who
Dataset\thin\016586.jpg,thin
Dataset\book\003869.jpg,book
Dataset\candy\005055.jpg,candy
Dataset\chair\005890.jpg,chair
Dataset\help\014377.jpg,help
Dataset\who\019087.jpg,who
Dataset\yes\021045.jpg,yes
Dataset\thin\016716.jpg,thin
Dataset\book\003809.jpg,book
Dataset\year\020006.jpg,year
Dataset\before\000936.jpg,before
Dataset\drink\010652.jpg,drink
Dataset\before\001775.jpg,before
Dataset\year\019682.jpg,year
Dataset\book\003745.jpg,book
Dataset\walk\017374.jpg,walk
Dataset\candy\005444.jpg,candy
Dataset\year\020218.jpg,year
Dataset\help\013970.jpg,help
Dataset\before\001876.jpg,before
Dataset\book\003761.jpg,book
Dataset\year\020671.jpg,year
Dataset\book\003053.jpg,book
Dataset\go\013655.jpg,go
Dataset\fine\013147.jpg,fine
Dataset\year\020691.jpg,year
Dataset\candy\004616.jpg,candy
Dataset\thin\015813.jpg,thin
Dataset\book\003322.jpg,book
Dataset\year\020917.jpg,year
Dataset\book\003312.jpg,book
Dataset\who\019557.jpg,who
Dataset\who\019476.jpg,who
Dataset\year\019674.jpg,year
Dataset\fine\012744.jpg,fine
Dataset\fine\012872.jpg,fine
Dataset\drink\011596.jpg,drink
Dataset\computer\008211.jpg,computer
Dataset\drink\011432.jpg,drink
Dataset\walk\017741.jpg,walk
Dataset\thin\016019.jpg,thin
Dataset\before\001518.jpg,before
Dataset\yes\021039.jpg,yes
Dataset\candy\004493.jpg,candy
Dataset\book\003113.jpg,book
Dataset\thin\016567.jpg,thin
Dataset\thin\016295.jpg,thin
Dataset\drink\011835.jpg,drink
Dataset\book\002867.jpg,book
Dataset\all\000856.jpg,all
Dataset\year\020337.jpg,year
Dataset\candy\004913.jpg,candy
Dataset\help\013861.jpg,help
Dataset\candy\005464.jpg,candy
Dataset\walk\018185.jpg,walk
Dataset\candy\005483.jpg,candy
Dataset\fine\012606.jpg,fine
Dataset\year\020216.jpg,year
Dataset\who\018353.jpg,who
Dataset\book\003829.jpg,book
Dataset\year\019996.jpg,year
Dataset\candy\004698.jpg,candy
Dataset\no\015201.jpg,no
Dataset\candy\004988.jpg,candy
Dataset\candy\004651.jpg,candy
Dataset\walk\017544.jpg,walk
Dataset\walk\017710.jpg,walk
Dataset\deaf\010289.jpg,deaf
Dataset\clothes\006797.jpg,clothes
Dataset\chair\005809.jpg,chair
Dataset\walk\017840.jpg,walk
Dataset\candy\005411.jpg,candy
Dataset\computer\008334.jpg,computer
Dataset\black\002801.jpg,black
Dataset\deaf\009837.jpg,deaf
Dataset\deaf\010333.jpg,deaf
Dataset\fine\012729.jpg,fine
Dataset\go\013779.jpg,go
Dataset\computer\007816.jpg,computer
Dataset\book\004379.jpg,book
Dataset\cousin\008922.jpg,cousin
Dataset\clothes\006717.jpg,clothes
Dataset\black\002262.jpg,black
Dataset\computer\007430.jpg,computer
Dataset\cousin\009303.jpg,cousin
Dataset\year\020980.jpg,year
Dataset\drink\011191.jpg,drink
Dataset\who\018779.jpg,who
Dataset\walk\017570.jpg,walk
Dataset\before\002008.jpg,before
Dataset\all\000194.jpg,all
Dataset\go\013804.jpg,go
Dataset\year\020895.jpg,year
Dataset\cousin\008771.jpg,cousin
Dataset\thin\016301.jpg,thin
Dataset\all\000772.jpg,all
Dataset\drink\010588.jpg,drink
Dataset\walk\017863.jpg,walk
Dataset\walk\018231.jpg,walk
Dataset\fine\012467.jpg,fine
Dataset\year\019823.jpg,year
Dataset\no\014869.jpg,no
Dataset\help\014568.jpg,help
Dataset\thin\016790.jpg,thin
Dataset\yes\021795.jpg,yes
Dataset\deaf\010089.jpg,deaf
Dataset\walk\016911.jpg,walk
Dataset\chair\006318.jpg,chair
Dataset\drink\011852.jpg,drink
Dataset\clothes\006582.jpg,clothes
Dataset\before\001448.jpg,before
Dataset\all\000343.jpg,all
Dataset\go\013320.jpg,go
Dataset\drink\011329.jpg,drink
Dataset\walk\017112.jpg,walk
Dataset\cousin\009169.jpg,cousin
Dataset\yes\021051.jpg,yes
Dataset\computer\007369.jpg,computer
Dataset\before\002045.jpg,before
Dataset\clothes\007157.jpg,clothes
Dataset\thin\016289.jpg,thin
Dataset\computer\007852.jpg,computer
Dataset\deaf\010179.jpg,deaf
Dataset\drink\012133.jpg,drink
Dataset\go\013616.jpg,go
Dataset\walk\017733.jpg,walk
Dataset\walk\017045.jpg,walk
Dataset\before\001493.jpg,before
Dataset\all\000779.jpg,all
Dataset\deaf\009886.jpg,deaf
Dataset\who\018864.jpg,who
Dataset\cousin\009278.jpg,cousin
Dataset\black\002525.jpg,black
Dataset\candy\005375.jpg,candy
Dataset\yes\021129.jpg,yes
Dataset\thin\016233.jpg,thin
Dataset\no\014850.jpg,no
Dataset\walk\017372.jpg,walk
Dataset\computer\008260.jpg,computer
Dataset\year\019870.jpg,year
Dataset\all\000041.jpg,all
Dataset\drink\011241.jpg,drink
Dataset\walk\018147.jpg,walk
Dataset\yes\021988.jpg,yes
Dataset\help\014425.jpg,help
Dataset\drink\011640.jpg,drink
Dataset\clothes\006817.jpg,clothes
Dataset\who\019437.jpg,who
Dataset\year\020008.jpg,year
Dataset\drink\010705.jpg,drink
Dataset\who\019108.jpg,who
Dataset\help\014141.jpg,help
Dataset\before\001461.jpg,before
Dataset\year\020517.jpg,year
Dataset\candy\004494.jpg,candy
Dataset\fine\013075.jpg,fine
Dataset\walk\017916.jpg,walk
Dataset\go\013687.jpg,go
Dataset\help\013948.jpg,help
Dataset\drink\011003.jpg,drink
Dataset\no\015433.jpg,no
Dataset\clothes\007231.jpg,clothes
Dataset\no\015687.jpg,no
Dataset\drink\010413.jpg,drink
Dataset\candy\005076.jpg,candy
Dataset\deaf\009642.jpg,deaf
Dataset\year\020488.jpg,year
Dataset\year\020361.jpg,year
Dataset\book\004089.jpg,book
Dataset\who\018352.jpg,who
Dataset\year\020790.jpg,year
Dataset\no\014950.jpg,no
Dataset\book\004250.jpg,book
Dataset\thin\016808.jpg,thin
Dataset\yes\021326.jpg,yes
Dataset\deaf\010097.jpg,deaf
Dataset\yes\021574.jpg,yes
Dataset\drink\012110.jpg,drink
Dataset\chair\006143.jpg,chair
Dataset\chair\005662.jpg,chair
Dataset\help\013971.jpg,help
Dataset\no\015038.jpg,no
Dataset\cousin\009032.jpg,cousin
Dataset\black\002660.jpg,black
Dataset\all\000142.jpg,all
Dataset\black\002598.jpg,black
Dataset\clothes\006702.jpg,clothes
Dataset\no\015224.jpg,no
Dataset\walk\017762.jpg,walk
Dataset\yes\021998.jpg,yes
Dataset\computer\007419.jpg,computer
Dataset\walk\017523.jpg,walk
Dataset\drink\010450.jpg,drink
Dataset\walk\018172.jpg,walk
Dataset\drink\012131.jpg,drink
Dataset\year\019861.jpg,year
Dataset\thin\016844.jpg,thin
